pre_tax_amount,tax,post_tax_amount,amount_tendered,change_due,state
1.78,0.09,1.87,2.02,0.15,South Carolina
4,0,4,5,1,Virginia
4.46,0,4.46,20,15.54,Pennsylvania
0.59,0.04,0.63,1,0.37,South Carolina
5,0,5,5,0,Georgia
29.18,0.06,10,10,0,Pennsylvania
23.2,0,23.2,23.2,0,Pennsylvania
27.59,0,27.59,27.59,0,North Carolina
2.99,0.21,3.2,20.2,17,Georgia
20,0,20,20,0,North Carolina
54.66,3.25,57.91,57.91,0,Georgia
8.47,0.41,8.88,10,1.12,Georgia
18,0,40,40,0,Pennsylvania
0.69,0.05,0.74,0.74,0,South Carolina
1.69,0.1,1.79,5,3.21,Pennsylvania
5.98,0.42,6.4,50,43.6,Georgia
0.99,0.02,1.01,1.01,0,Virginia
25.06,0,25,25,0,Georgia
5,0,5,5,0,South Carolina
23.8,0,23.8,23.8,0,Virginia
22.73,0,22.73,22.73,0,Pennsylvania
8.89,0.44,9.33,10.33,1,South Carolina
8,0,8,20,12,Georgia
2.98,0.15,3.13,3.13,0,Virginia
1.29,0.03,1.32,2,0.68,Georgia
1.19,0.03,1.22,20,18.78,Virginia
41.01,0,41,41,0,Virginia
23.61,0,23.61,23.61,0,Georgia
22,0,22,22,0,South Carolina
1.54,0.11,1.65,2,0.35,South Carolina
8,0,8,20,12,South Carolina
17.5,0.62,18.12,19,0.88,South Carolina
2.99,0.15,3.14,3.25,0.11,Virginia
1.98,0.1,2.08,5.08,3,South Carolina
4.38,0.19,4.57,4.57,0,Virginia
30.87,0,30.87,30.87,0,Virginia
1.19,0.08,1.27,1.27,0,Georgia
5,0,5,10,5,North Carolina
1.59,0.05,1.64,1.75,0.11,Georgia
4.08,0,4.08,5.08,1,Pennsylvania
3.09,0.22,3.31,5,1.69,Georgia
23,0,23,23,0,Georgia
4.48,0.31,4.79,5,0.21,South Carolina
0.99,0.07,1.06,1.06,0,North Carolina
20,0,20,20,0,Alabama
25,0,25,25,0,Pennsylvania
3.89,0.27,4.16,5,0.84,Georgia
13.78,0.19,13.97,20,6.03,South Carolina
3.04,0.15,3.19,3.19,0,Virginia
1.99,0.06,2.05,20,17.95,Georgia
1.44,0.03,1.47,2,0.53,Georgia
40.32,0,40.32,40.32,0,Tennessee
33.41,0,33.41,33.41,0,Virginia
8.49,0.42,8.91,9.01,0.1,South Carolina
2.19,0.18,2.37,3,0.63,Tennessee
5,0.15,5.15,5.15,0,Georgia
10,0,10,20,10,Georgia
3.13,0.16,3.29,20,16.71,South Carolina
11.98,0.6,11.58,12,0.42,South Carolina
26.97,0.6,27.57,40,12.43,Alabama
31.88,0.09,31.97,32,0.03,South Carolina
2.08,0.15,2.23,10,7.77,South Carolina
31,0,31,31,0,Georgia
5.92,0.18,6.1,6.1,0,Georgia
33,0,33,33,0,Pennsylvania
32,0,32,32,0,Virginia
27.99,2.52,30.51,30.51,0,Alabama
1.98,0.04,2.02,2.02,0,North Carolina
2.65,0.25,2.9,10,7.1,Tennessee
42.54,0,42.54,42.54,0,Georgia
11.78,0.47,1,1,0,South Carolina
1.59,0.05,1.64,5.64,4,Georgia
41,0,41,41,0,South Carolina
20,0,20,20,0,Pennsylvania
2.38,0.06,2.44,20,17.56,Virginia
31.96,0,31.96,40,8.04,Virginia
4,0,4,4,0,Alabama
11.91,0,11.91,12,0.09,South Carolina
1.29,0.08,1.37,1.37,0,Pennsylvania
8.5,0,8.5,20,11.5,Virginia
4.18,0.21,4.39,5,0.61,Georgia
0.79,0.02,0.81,1,0.19,North Carolina
1.98,0.14,2.12,3,0.88,North Carolina
24.24,1.57,25.81,30,4.19,Georgia
31,0,31,31,0,South Carolina
1.78,0.16,1.94,2,0.06,Tennessee
5.73,0.17,5.9,5.9,0,Georgia
199.99,12,210,210,0,Pennsylvania
1.99,0.04,2.03,2.05,0.02,Georgia
41,0,41,41,0,Georgia
12.18,0.2,12.38,20.38,8,Alabama
60.53,2.45,62.98,65,2.02,South Carolina
3.37,0.15,3.52,4,0.48,Georgia
4.01,0,4.01,5,0.99,North Carolina
5,0.13,5.13,5.25,0.12,Virginia
81.4,0,81.4,81.4,0,Georgia
3.59,0.07,3.66,3.66,0,North Carolina
47.35,0,47.35,47.35,0,South Carolina
16,0,16,33,17,Virginia
0.59,0.05,0.64,1,0.36,Alabama
1,0,1,1,0,Virginia
11.2,0,11.2,11.2,0,North Carolina
15.48,1.08,16.56,16.56,0,North Carolina
2.24,0.16,2.4,2.5,0.1,North Carolina
32.22,0,32.22,32.22,0,South Carolina
45,0,45,45,0,South Carolina
1.29,0.12,1.41,1.41,0,Alabama
2.9,0.27,3.17,3.17,0,Tennessee
2.04,0,2.04,3,0.96,North Carolina
4.07,0.12,4.19,5,0.81,Georgia
0.25,0.01,0.26,1,0.74,North Carolina
44,0,44,44,0,North Carolina
26.46,1.15,27.61,40,12.39,North Carolina
10.02,0,10.02,10.05,0.03,South Carolina
13.01,0,13.01,13.01,0,Virginia
20,0,20,20,0,Georgia
1.98,0.1,2.08,20,17.92,Virginia
9.38,0.84,10.22,11,0.78,Alabama
9.47,0.47,9.94,10,0.06,Virginia
20,0,20,20,0,Pennsylvania
1.99,0.14,2.13,5,2.87,North Carolina
30,0,30,30,0,Alabama
3.13,0.18,3.31,10,6.69,North Carolina
15,0,15,20,5,Virginia
3.29,0.06,3.35,3.35,0,Virginia
3,0,3,3,0,Tennessee
5.45,0.24,5.69,6,0.31,Pennsylvania
2.98,0.21,3.19,10,6.81,North Carolina
41.77,0,41.77,41.77,0,Virginia
10,0,10,20,10,Georgia
8.97,0.53,9.5,10,0.5,North Carolina
1.49,0.03,1.52,1.52,0,North Carolina
20.03,0,20.03,20.03,0,Virginia
5.52,0.3,5.82,5.82,0,Georgia
28.97,0,28.97,28.97,0,Georgia
3,0.09,3.09,20,16.91,Georgia
2.57,0.13,2.7,3,0.3,South Carolina
19.5,0,19.5,20,0.5,Tennessee
7.97,0.56,8.53,20,11.47,South Carolina
5,0.13,5.13,5.13,0,Virginia
3,0,3,3,0,North Carolina
3.04,0.15,3.19,3.19,0,South Carolina
1.29,0.04,1.33,1.5,0.17,Georgia
3.89,0.27,4.16,5,0.84,Georgia
35,0,35,40,5,Georgia
20.25,0,20.25,20.25,0,South Carolina
5.88,0.12,6,20,14,Georgia
28.06,0,28.06,28.06,0,South Carolina
10,0,10,10,0,North Carolina
27,0,27,27,0,Virginia
30.25,0,30.25,30.25,0,South Carolina
48.81,0,48.81,48.81,0,Alabama
34,0,34,34,0,South Carolina
4.93,0.44,5.37,5.37,0,Alabama
23.5,0,30,30,0,South Carolina
5.3,0.27,5.57,5.57,0,South Carolina
15.99,0.02,16.01,20.01,4,Virginia
43.64,0.33,43.97,50,6.03,Alabama
6.87,0.48,7.35,20,12.65,South Carolina
5,0,5,5,0,Georgia
24.19,0.08,24.27,25,0.73,South Carolina
2.99,0.21,3.2,5,1.8,South Carolina
5.35,0.45,5.8,6,0.2,Tennessee
5.18,0.48,5.66,21,15.34,Tennessee
7.42,0.42,7.84,10,2.16,North Carolina
0.79,0.07,0.86,1,0.14,Virginia
27.03,0,27.03,27.03,0,Virginia
7.07,0.35,7.42,20,12.58,South Carolina
32.98,0.41,33.39,33.5,0.11,North Carolina
25,0,25,25,0,North Carolina
7.08,0.12,7.2,8,0.8,Virginia
1.49,0.07,1.56,2,0.44,South Carolina
5.46,0.4,5.86,20,14.14,Virginia
50,0,50,50,0,Virginia
4.66,0.14,4.8,4.8,0,Georgia
6.07,0.12,6.19,20,13.81,Virginia
9.75,0,9.75,10,0.25,South Carolina
32.91,0,32.91,32.91,0,Alabama
20,0,20,20,0,Georgia
25,0,25,25,0,Georgia
8.07,0.35,8.42,8.42,0,Virginia
46.34,0,46.34,46.34,0,South Carolina
3.47,0.3,3.77,4,0.23,Tennessee
6.49,0.32,6.81,20,13.19,South Carolina
1.47,0.1,1.57,2,0.43,North Carolina
31.43,0,31.43,31.43,0,South Carolina
3.59,0.25,3.84,4,0.16,North Carolina
4.67,0.41,5.08,5.08,0,Tennessee
8,0,8,100,92,Pennsylvania
2.48,0.05,2.53,3,0.47,Georgia
38.5,0,38.5,38.5,0,South Carolina
4.11,0,4.11,4.11,0,South Carolina
25,0,25,25,0,Pennsylvania
2.49,0,2.49,5,2.51,Pennsylvania
7,0,7,10,3,South Carolina
20,0,20,20,0,Pennsylvania
39.57,0.43,40,50,10,Virginia
73.94,0.53,74.47,74.47,0,Alabama
26,0,26,26,0,South Carolina
47.75,0,47.75,47.75,0,South Carolina
33.01,0,33.01,33.01,0,Georgia
45,0,45,45,0,South Carolina
5.7,0,5.7,10,4.3,Virginia
18,0,-2,0,2,Georgia
0.99,0.07,1.06,1.06,0,North Carolina
2,0,2,2,0,South Carolina
0.99,0.07,1.06,2,0.94,South Carolina
16.99,1.19,13.68,20,6.32,North Carolina
1.59,0.11,1.7,1.7,0,North Carolina
7.47,0.44,7.91,10,2.09,Georgia
11.75,0,11.75,11.75,0,Georgia
4,0,4,10,6,Georgia
3.88,0.04,3.92,20,16.08,Pennsylvania
26.2,0,26.2,26.2,0,Georgia
0.99,0.09,1.08,1.1,0.02,Virginia
0.2,0.02,0.22,0.25,0.03,Alabama
1.29,0.09,1.38,2,0.62,South Carolina
50,0,50,50,0,Virginia
20.01,0,20.01,21,0.99,South Carolina
52.5,0,55,55,0,Georgia
12.66,0.33,12.99,12.99,0,Pennsylvania
1.29,0.09,1.38,2,0.62,North Carolina
1.19,0.03,1.22,1.22,0,Virginia
1.69,0.02,1.71,2,0.29,Pennsylvania
33.8,0,33.8,33.8,0,Georgia
1.39,0.1,1.49,20,18.51,South Carolina
50,0,50,100,50,Pennsylvania
0.99,0.07,1.06,5,3.94,North Carolina
15.5,0,15.5,20,4.5,Virginia
16.16,0.71,16.87,20.87,4,Virginia
17.49,1.22,16.71,20,3.29,North Carolina
20,0,20,20,0,Virginia
8.45,0.59,9.04,10,0.96,South Carolina
1.29,0.06,1.35,1.35,0,South Carolina
48.84,0,48.84,48.84,0,Georgia
15.01,0,15.01,20.01,5,South Carolina
27.77,0,27.77,27.77,0,North Carolina
6,0,6,6,0,Virginia
11.04,0.71,11.75,12,0.25,Georgia
10,0,10,10,0,South Carolina
11.75,0.53,12.28,13,0.72,Virginia
2.78,0.19,2.97,3,0.03,South Carolina
25.88,0,25.88,25.88,0,Georgia
12.19,0.11,12.3,20,7.7,Virginia
18.41,0,18.67,18.67,0,Georgia
1,0,1,1,0,Georgia
2.9,0.27,3.17,4,0.83,Tennessee
1.59,0.13,1.72,10.02,8.3,Tennessee
27,0,27,40,13,North Carolina
8,0,8,20,12,Georgia
32.88,0.09,32.97,40,7.03,Georgia
0.79,0.06,0.85,1,0.15,Georgia
32,0,32,32,0,North Carolina
5,0,5,5,0,Virginia
28.08,2.58,30.66,40,9.34,Tennessee
70.82,0,70.82,70.82,0,South Carolina
2.98,0.09,3.07,20,16.93,Georgia
4.75,0.1,4.85,5,0.15,Georgia
1.69,0.02,1.71,2,0.29,Pennsylvania
2.28,0.09,2.37,3,0.63,North Carolina
28.66,0,28.66,28.66,0,Georgia
5.18,0.36,5.54,20,14.46,North Carolina
15.5,0,15.5,20,4.5,North Carolina
3.78,0.1,3.88,4,0.12,Georgia
2.99,0.15,3.14,3.25,0.11,Virginia
2.89,0.2,3.09,10.1,7.01,North Carolina
2.48,0.09,2.57,2.57,0,Georgia
1.78,0.05,1.83,100,98.17,Georgia
1.75,0,1.75,1.75,0,South Carolina
1.69,0.05,1.74,2,0.26,North Carolina
10,0,10,100,90,Alabama
3.64,0,3.64,3.64,0,Alabama
15,0,15,15,0,North Carolina
50,0,50,50,0,Pennsylvania
68.71,0,68.71,68.71,0,Pennsylvania
1.49,0.04,1.53,1.75,0.22,Georgia
3.19,0.22,3.41,5.31,1.9,South Carolina
1,0,1,1,0,Georgia
27.4,0,27.4,27.4,0,Pennsylvania
6.38,0.16,6.54,6.54,0,Virginia
2,0,2,2,0,Virginia
1.29,0.06,1.35,20,18.65,Virginia
2.58,0.18,2.76,2.76,0,North Carolina
1.29,0.12,1.41,1.41,0,Alabama
33.99,1.33,33.32,100.35,67.03,Georgia
3.89,0.19,4.08,5.25,1.17,South Carolina
28,0,50,60,10,South Carolina
10,0,10,10,0,South Carolina
5,0,5,5,0,Georgia
2.27,0.07,2.34,2.34,0,Pennsylvania
36,0,36,36,0,Virginia
30.5,0,30.5,30.5,0,Virginia
50,0,50,50,0,South Carolina
19.5,0,19.5,20,0.5,South Carolina
26.09,0,26.09,51.1,25.01,South Carolina
1.09,0.08,1.17,2,0.83,South Carolina
3.99,0.12,4.11,5.11,1,Georgia
1.58,0.08,1.66,2,0.34,South Carolina
1.78,0.04,1.82,2,0.18,Virginia
23.7,0,23.7,23.7,0,South Carolina
1.87,0.17,2.04,10.25,8.21,Alabama
9.78,0.33,5.11,6,0.89,Georgia
17.16,1.03,18.19,20,1.81,Pennsylvania
5.89,0,5.89,6,0.11,Virginia
4.75,0,4.75,4.75,0,Virginia
3,0,3,3,0,Georgia
28.5,0,28.5,28.5,0,South Carolina
0.25,0.02,0.27,1,0.73,Georgia
1.59,0.11,1.7,5,3.3,South Carolina
10,0,10,20,10,South Carolina
4.93,0.3,5.23,6,0.77,North Carolina
12.79,0.14,12.93,12.93,0,Virginia
4.17,0.21,4.38,50,45.62,South Carolina
2.38,0.13,2.51,2.51,0,Georgia
20.01,0,20.01,20.01,0,South Carolina
3.96,0.28,4.24,5,0.76,North Carolina
10,0,10,10,0,South Carolina
1.49,0.08,1.57,2,0.43,North Carolina
4.87,0.2,5.07,6,0.93,Virginia
10,0,10,10,0,Alabama
60.04,1.43,61.47,101.47,40,Virginia
30,0,30,30,0,Virginia
1.78,0.1,1.88,1.88,0,Georgia
3.87,0.32,4.19,5,0.81,Tennessee
27.5,0,27.5,28,0.5,Alabama
0.99,0.07,1.06,2,0.94,North Carolina
5,0.25,5.25,5.25,0,South Carolina
17.79,0.14,17.93,20,2.07,South Carolina
5.88,0.29,6.17,6.17,0,Virginia
1.82,0.11,1.93,2,0.07,North Carolina
3.17,0.22,3.39,5,1.61,South Carolina
24.45,0,24.45,25,0.55,Virginia
0.79,0.02,0.81,1,0.19,North Carolina
79.09,0,79.09,79.09,0,Virginia
1.39,0.07,1.46,2,0.54,South Carolina
23.99,1.2,20.19,21,0.81,Virginia
20.02,0,20.02,50.02,30,Alabama
0.99,0.07,1.06,2,0.94,North Carolina
19.92,0,40,40,0,Virginia
27.49,1.37,28.86,28.86,0,Virginia
50,3.5,53.5,53.5,0,North Carolina
2.65,0.19,2.84,20,17.16,North Carolina
1.98,0.14,2.12,3,0.88,North Carolina
1.99,0.18,2.17,10,7.83,Tennessee
38.5,0,38.5,38.5,0,Tennessee
28,0,28,40,12,North Carolina
55.57,0.35,55,55,0,Georgia
0.99,0.07,1.06,1.1,0.04,South Carolina
18.66,0,18.66,20,1.34,North Carolina
5.67,0.22,5.89,20,14.11,North Carolina
14.43,0,14.43,14.43,0,South Carolina
5.3,0.49,5.79,10,4.21,Tennessee
0.79,0.06,0.85,1,0.15,North Carolina
2.19,0.05,2.24,3,0.76,Virginia
1.19,0.08,1.27,10.02,8.75,North Carolina
14.17,0.29,14.46,20,5.54,South Carolina
23.24,1.58,24.82,25,0.18,Georgia
20,0,20,20,0,Pennsylvania
3,0,3,3,0,Virginia
33.61,0,33.61,33.61,0,South Carolina
5.3,0.37,5.67,20,14.33,North Carolina
10,0.5,10.5,10.5,0,South Carolina
25.98,0.15,26.13,26.13,0,Virginia
15,0,15,15,0,Alabama
12.25,0,12.25,12.25,0,Georgia
7,0,7,20,13,Virginia
4.27,0.16,4.43,10,5.57,North Carolina
4.56,0.08,4.64,20,15.36,Pennsylvania
3,0,3,3,0,South Carolina
52,0,52,52,0,Georgia
9.09,0.45,9.54,10,0.46,South Carolina
3,0,3,5,2,Virginia
52.99,1.47,54.46,54.46,0,North Carolina
0.99,0.07,1.06,2,0.94,South Carolina
30,0,30,30,0,Tennessee
1.99,0.1,2.09,2.09,0,South Carolina
1.98,0.1,2.08,10,7.92,Virginia
1.98,0.11,2.09,2.09,0,Virginia
12.59,0.05,12.64,20,7.36,Georgia
10.58,0.14,10.72,10.72,0,Virginia
8,0,8,20,12,Georgia
0.99,0.03,1.02,1.02,0,Georgia
30,2.1,32.1,40,7.9,North Carolina
1.19,0.07,1.26,10,8.74,Pennsylvania
22.17,0,22.17,22.17,0,North Carolina
20,0,20,20,0,Virginia
3.57,0.07,3.64,3.75,0.11,Georgia
2.49,0.07,2.56,2.6,0.04,Georgia
44.25,0,44.25,44.25,0,Alabama
60.02,0,60.02,60.02,0,Virginia
2.76,0.08,2.84,20,17.16,Georgia
38,0,38,50,12,North Carolina
10,0,10,10,0,South Carolina
15.48,0.38,15.86,100,84.14,Georgia
44.37,0,44.37,44.37,0,South Carolina
1.09,0.08,1.17,2,0.83,South Carolina
3.57,0.11,3.68,4,0.32,Georgia
7.44,0.45,7.89,20,12.11,Pennsylvania
10.01,0,10.01,10.01,0,North Carolina
5.01,0,5.01,5.01,0,Georgia
5.79,0.29,6.08,7,0.92,South Carolina
0.69,0.05,0.74,0.75,0.01,North Carolina
47.1,0,47.1,47.1,0,South Carolina
3,0,3,3,0,Georgia
1.98,0.1,2.08,3,0.92,South Carolina
4.19,0.21,4.4,4.4,0,Virginia
1.29,0.04,1.33,2,0.67,Georgia
29,0,29,29,0,Virginia
1,0,1,5,4,Pennsylvania
6.78,0.61,7.39,20,12.61,Alabama
30,0,30,30,0,Georgia
23,0,23,23,0,Virginia
12.97,0.52,13.49,15,1.51,Virginia
18.01,0,18.01,18.01,0,South Carolina
25,0,25,25,0,Virginia
4.15,0.08,4.23,10,5.77,Georgia
30.02,0,30.02,30.02,0,North Carolina
1.59,0.1,1.69,10,8.31,Pennsylvania
1.15,0.06,1.21,1.26,0.05,South Carolina
7.64,0.18,1,1,0,North Carolina
4,0,4,4,0,Virginia
33.86,0,33.86,40,6.14,Georgia
5.04,0,5.04,5.04,0,Virginia
4.8,0.24,5.04,5.04,0,South Carolina
5.79,0.14,5.93,10,4.07,Virginia
0.69,0.06,0.75,1,0.25,Tennessee
0.99,0.07,1.06,2,0.94,South Carolina
2,0,2,2,0,South Carolina
3.53,0.2,3.73,10,6.27,Georgia
17,0,17,17,0,South Carolina
2.79,0.14,2.93,3,0.07,South Carolina
2.97,0.21,3.18,3.18,0,North Carolina
12.25,0.61,12.86,12.86,0,South Carolina
1.19,0.06,1.25,1.25,0,South Carolina
1.69,0.15,1.84,2,0.16,Alabama
41,0,41,50,9,South Carolina
2.99,0.15,3.14,3.25,0.11,South Carolina
1.19,0.08,1.27,2,0.73,North Carolina
2.67,0.08,2.75,3,0.25,Pennsylvania
6.13,0.29,6.42,50,43.58,Virginia
4.93,0.26,3.69,3.69,0,North Carolina
0.99,0.09,1.08,2,0.92,Tennessee
30,0,30,30,0,Georgia
4.68,0.33,5.01,6,0.99,Georgia
14.88,0.95,15.83,20,4.17,North Carolina
16.58,0.28,16.86,20,3.14,South Carolina
35.31,0,35.31,35.31,0,South Carolina
38.98,3.55,42.53,100,57.47,Tennessee
20.01,0,20.01,20.01,0,North Carolina
43.06,0,43.06,43.06,0,Virginia
42.8,0,-17.2,0,17.2,Georgia
3.79,0.11,3.9,4,0.1,Georgia
20,0,20,20,0,Alabama
3.57,0.21,3.78,20,16.22,Georgia
0.99,0.09,1.08,2,0.92,Alabama
26.45,0,26.45,26.45,0,North Carolina
23.3,0,23.3,23.3,0,Pennsylvania
33.63,0,33.63,33.63,0,South Carolina
3.98,0.28,4.26,5,0.74,North Carolina
2.68,0.12,2.8,5,2.2,Georgia
25,0,25,30,5,Alabama
4.56,0.14,4.7,5,0.3,Georgia
1.19,0.08,1.27,5,3.73,North Carolina
25,0,25,25,0,Virginia
20.02,0,20.02,20.02,0,South Carolina
24.6,0,24.6,24.6,0,Georgia
2.18,0.11,2.29,3,0.71,South Carolina
1.39,0.04,1.43,2,0.57,Georgia
4.13,0.29,4.42,5,0.58,North Carolina
3,0,3,5,2,Georgia
2.58,0.21,2.79,20,17.21,Tennessee
1.98,0.04,2.02,2.02,0,North Carolina
30.02,0,30.02,30.02,0,Pennsylvania
25.25,0,25.25,25.25,0,Virginia
6.99,0.17,7.16,8,0.84,Virginia
1.69,0.12,1.81,5,3.19,Georgia
23.53,0.22,23.75,25,1.25,Virginia
25,0,25,25,0,Virginia
2.88,0.2,3.08,20,16.92,South Carolina
38,0,38,38,0,Virginia
1.98,0.04,2.02,2.02,0,North Carolina
20,0,20,20,0,Virginia
18.76,0,18.76,20,1.24,Virginia
4.68,0.2,4.88,20,15.12,Virginia
50,0,50,50,0,Virginia
0.25,0.02,0.27,0.27,0,Georgia
8.49,0.59,9.08,20,10.92,North Carolina
2.18,0.07,2.25,20,17.75,Georgia
7.64,0.33,7.97,7.97,0,Alabama
0.99,0.05,1.04,10,8.96,South Carolina
2.57,0.1,2.67,3,0.33,Georgia
3.44,0.17,3.61,10,6.39,Virginia
1.98,0.14,2.12,3,0.88,South Carolina
1.98,0.1,2.08,3,0.92,South Carolina
1.19,0.03,1.22,1.22,0,Virginia
20.01,0,20.01,20.01,0,South Carolina
10.01,0,10.01,10.01,0,North Carolina
5.59,0.11,5.7,6,0.3,North Carolina
18.5,0,18.5,18.5,0,Georgia
5.01,0,5.01,5.01,0,Virginia
12,0,12,15,3,Alabama
1.29,0.03,1.32,5,3.68,North Carolina
1.09,0.07,1.16,1.16,0,Pennsylvania
19,0,19,19,0,North Carolina
31.45,0,31.45,31.45,0,Georgia
1.29,0.09,1.38,1.38,0,North Carolina
1.54,0.03,1.57,2,0.43,Georgia
5,0,5,5,0,Virginia
10,0.5,10.5,10.5,0,South Carolina
1.98,0.14,2.12,2.12,0,North Carolina
26.4,0,26.4,27,0.6,South Carolina
3.96,0.2,4.16,5,0.84,South Carolina
6.98,0.49,7.47,20,12.53,North Carolina
1.5,0,1.5,2,0.5,Pennsylvania
29.01,0,29.01,50.01,21,Virginia
50,0,50,50,0,South Carolina
10,0,10,10,0,North Carolina
20.07,0,20.07,20.07,0,Georgia
2.38,0.06,2.44,3,0.56,Virginia
32.35,0,32.35,32.35,0,South Carolina
4,0,4,4,0,Georgia
24.31,0,24.31,24.31,0,Georgia
5.68,0.17,5.85,20,14.15,Georgia
10.02,0,10.02,11,0.98,South Carolina
3.04,0.15,3.19,10,6.81,South Carolina
10.63,0.21,10.84,11,0.16,Georgia
1.68,0.12,1.8,2,0.2,South Carolina
3.75,0.11,3.86,4,0.14,Georgia
0.69,0.03,0.72,1,0.28,Virginia
4,0,4,4,0,Virginia
48,0,48,48,0,South Carolina
0.89,0.06,0.95,1,0.05,South Carolina
0.79,0.06,0.85,1,0.15,North Carolina
2.16,0,2.16,3,0.84,Alabama
50,0,50,50,0,South Carolina
50,0,50,50,0,South Carolina
8,0,8,20,12,Georgia
1.49,0.07,1.56,2,0.44,South Carolina
53.44,1.68,55.12,70.12,15,North Carolina
21.97,0,21.97,21.97,0,Alabama
1.59,0,1.59,2,0.41,Pennsylvania
54,0,54,60,6,Georgia
0.89,0.02,0.91,1,0.09,Georgia
8,0,8,20,12,South Carolina
33,0,33,33,0,Georgia
4.18,0.29,4.47,10,5.53,Georgia
27.31,0,27.31,27.31,0,Virginia
23.39,0.24,23.63,24,0.37,South Carolina
15,0,15,15,0,North Carolina
21.7,0.04,21.74,30,8.26,Virginia
21.99,1.54,23.53,30,6.47,Georgia
13.18,0.79,13.97,15,1.03,Georgia
20.99,0.07,21.06,22,0.94,North Carolina
20,0,20,20,0,Virginia
20.25,0,20.25,21,0.75,Alabama
5.58,0.28,5.86,20,14.14,South Carolina
2.89,0.17,3.06,4,0.94,Georgia
5.02,0.25,5.27,20,14.73,South Carolina
8,0,8,10,2,Virginia
32.45,0,32.45,32.45,0,North Carolina
0,0,20.02,20.02,0,Alabama
17.99,1.26,19.25,19.25,0,Georgia
6,0,6,10,4,Virginia
2.38,0.07,2.45,100,97.55,Georgia
7.29,0.07,7.36,20,12.64,Georgia
0.99,0.07,1.06,1.06,0,Georgia
27.5,0,27.5,27.5,0,Pennsylvania
2.19,0.05,2.24,2.24,0,Virginia
20.01,0,20.01,20.01,0,Pennsylvania
20.13,0,20.13,20.13,0,North Carolina
8.04,0,8.04,9,0.96,Virginia
6.02,0,10,10,0,Virginia
3.39,0.17,3.56,5,1.44,Virginia
1.78,0.04,1.82,2,0.18,North Carolina
2.08,0.11,2.19,2.25,0.06,North Carolina
0.99,0.07,1.06,5.06,4,North Carolina
1.29,0.09,1.38,1.38,0,North Carolina
30,0,30,30,0,South Carolina
32.29,0,32.29,32.29,0,Tennessee
1.69,0.08,1.77,1.77,0,South Carolina
18,0,18,18,0,Alabama
6.59,0.54,7.13,10,2.87,Tennessee
3.18,0.1,3.28,4,0.72,Georgia
45.01,0,45.01,45.01,0,North Carolina
14.04,0,14.04,14.04,0,Tennessee
6.74,0,6.74,6.74,0,Virginia
27.44,0,27.44,27.44,0,Alabama
15.09,0,15.09,15.09,0,Pennsylvania
39.69,0,39.69,39.69,0,Pennsylvania
2.68,0.24,2.92,5,2.08,Tennessee
15.19,0.38,15.57,16,0.43,Virginia
2.88,0.17,3.05,3.05,0,Pennsylvania
19.05,1.67,20.72,50,29.28,Tennessee
15,0,15,20,5,Pennsylvania
1,0,1,1,0,Georgia
0.85,0.04,0.89,0.89,0,South Carolina
0.79,0.06,0.85,1,0.15,North Carolina
1.29,0.09,1.38,2,0.62,South Carolina
5.5,0.48,5.98,10.98,5,Tennessee
18.37,0.08,12.56,12.56,0,Virginia
8,0,8,100,92,Pennsylvania
11.03,0.91,11.94,50,38.06,Tennessee
8.11,0.31,8.42,20,11.58,South Carolina
12,0,12,12,0,South Carolina
2.88,0.25,3.13,5,1.87,Tennessee
1.49,0.13,1.62,5,3.38,Alabama
0.99,0.07,1.06,1.06,0,North Carolina
27.01,0,0.01,0.01,0,South Carolina
1.19,0.08,1.27,2,0.73,North Carolina
1.29,0.03,1.32,2,0.68,Georgia
3,0,3,3,0,Georgia
22.77,0,22.77,25,2.23,South Carolina
18.13,0,18.13,18.13,0,Virginia
30.92,0.27,31.19,31.19,0,Tennessee
19.49,1.8,19.29,20,0.71,Tennessee
5.47,0.38,5.85,10,4.15,Georgia
20,0,20,20,0,Virginia
4.19,0.35,4.54,4.54,0,Tennessee
5,0.25,5.25,10,4.75,South Carolina
0.59,0.04,0.63,0.63,0,Georgia
37,0,37,37,0,South Carolina
1.89,0.04,1.93,2,0.07,Georgia
19.75,0,19.75,19.75,0,North Carolina
38.89,0,38.89,38.89,0,North Carolina
23.59,0,23.59,23.59,0,South Carolina
59,0,59,59,0,Alabama
33,0,33,33,0,Alabama
42.91,0.43,43.34,43.35,0.01,Tennessee
21,0,21,21,0,Tennessee
3.57,0.31,3.88,5,1.12,Tennessee
25.7,0,25.7,25.7,0,Georgia
2.9,0.27,3.17,5,1.83,Tennessee
5.49,0.27,5.76,6,0.24,South Carolina
0.99,0.09,1.08,2,0.92,Virginia
44.02,0.59,44.61,44.61,0,North Carolina
4.88,0.34,2,2,0,North Carolina
13,0,13,13,0,South Carolina
1.19,0.06,1.25,1.25,0,South Carolina
5.01,0,5.01,5.05,0.04,South Carolina
2.89,0.06,2.95,5,2.05,North Carolina
5.49,0.38,5.87,10,4.13,North Carolina
23,0,23,23,0,Virginia
3.18,0.14,3.32,5,1.68,Georgia
27.85,0,27.85,27.85,0,Pennsylvania
4.43,0.22,4.65,10,5.35,South Carolina
11.5,0,11.5,11.5,0,South Carolina
67.47,4.72,2,2,0,North Carolina
1.09,0.07,1.16,1.16,0,Georgia
4.94,0.23,5.17,6,0.83,Georgia
10,0,10,20,10,Georgia
